aut_ep_id,country_text_id,country_name,ep_start,ep_end,outcome_agg,prch,poly_start,poly_end,outcome_label,prch_label,bermeo_category_primary,bermeo_category_secondary,precise_start_date,precipitating_event,precise_end_date,consequential_events,description,source_url,source_quote,confidence,is_classified,bse_outcome_short,bse_ROW,bse_ERT_regime,bse_Polyarchy,bse_LibDem,bse_LibComp,funke_outcome_short,funke_spell_years,ddcg_outcome_label,ddcg_prch_label,ddcg_event_years
MDA_2023_2025,MDA,Moldova,2023,2025,4,1,0.712,0.553,Ongoing,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Ongoing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG_1972_1973,MDG,Madagascar,1972,1973,3,0,0.192,0.148,Autocracy deepening,No,Open-ended coup,Executive aggrandizement,May 1972,"Mass ""Rotaka"" protests in May 1972 forced President Philibert Tsiranana to transfer full executive power to army Chief of Staff General Gabriel Ramanantsoa, sidelining the elected civilian government.",October 1972,"An October 1972 referendum abolished the presidency and vested Ramanantsoa with sweeping powers for a five-year military-led transition, formally ending Madagascar's civilian First Republic.","Mass unrest forced Tsiranana to cede power to army chief Ramanantsoa; an October 1972 referendum eliminated the presidency and installed Ramanantsoa as unchecked head of state, ending the First Republic.",https://en.wikipedia.org/wiki/Gabriel_Ramanantsoa,"""[The October 1972 referendum] suspended the existing governmental structure in favor of a five-year transition period under military leadership""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
MDG_1997_2002,MDG,Madagascar,1997,2002,1,1,0.51,0.432,Democratic breakdown,Yes,Election-day fraud,Strategic harassment,December 2001,"In the December 16, 2001 presidential election, the Ratsiraka-controlled electoral apparatus certified a count showing challenger Marc Ravalomanana with only 46%, a result disputed as manipulated to force a runoff Ratsiraka could contest from a stronger patronage position.",July 2002,"After months of parallel governments and regional blockades, Ratsiraka fled to the Seychelles on July 5, 2002, and Ravalomanana's forces took the last stronghold of Toamasina, ending the crisis with Ravalomanana recognized as president.","Ratsiraka's patronage-based authoritarian rule continued through a disputed December 2001 election whose official count denied Ravalomanana an outright majority, triggering a six-month constitutional crisis before Ratsiraka fled the country.",https://en.wikipedia.org/wiki/2002_Malagasy_political_crisis,"""Ravalomanana disputed the results, claiming over 50% support...[Ratsiraka] fled Toamasina, taking a flight to the nearby Seychelles""",High,TRUE,Breakdown,2000,2000,2002,2002,2003,Breakdown,NA,Democratic breakdown,Yes,NA
MDG_2009_2010,MDG,Madagascar,2009,2010,3,0,0.272,0.221,Autocracy deepening,No,Open-ended coup,Promissory coup,March 2009,"After weeks of opposition protests led by Antananarivo mayor Andry Rajoelina against President Marc Ravalomanana, the military stormed the presidential palace on 16 March 2009 and forced Ravalomanana to hand power to a military directorate, which transferred it to Rajoelina.",March 2010,"Rajoelina was sworn in as president of a High Transitional Authority on 21 March 2009; the African Union suspended Madagascar and called the takeover an ""attempted coup,"" and promised elections were repeatedly delayed until 2013.","A months-long uprising culminated in the military forcing Ravalomanana from office and installing Rajoelina; internationally treated as an unconstitutional coup, the resulting transitional authority further entrenched autocratic rule.",https://en.wikipedia.org/wiki/2009_Malagasy_political_crisis,"""I never resigned. I was forced to hand power over, at gun point, on March the 17th.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,2009
MDG_2023_2025,MDG,Madagascar,2023,2025,3,0,0.461,0.361,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDV_2010_2017,MDV,Maldives,2010,2017,1,1,0.599,0.353,Democratic breakdown,Yes,Executive aggrandizement,Promissory coup,February 2012,"On 7 February 2012, President Mohamed Nasheed resigned amid a 22-day opposition protest and a mutiny in which police joined demonstrators following his controversial arrest of the Chief Justice; VP Mohamed Waheed assumed power in what Nasheed called a coup, though an inquiry found no supporting evidence.",February 2018,"Abdulla Yameen won the November 2013 runoff and from 2014-2017 jailed opposition leaders and Supreme Court justices, imposed states of emergency, and blocked opposition parties from contesting elections.","A contested February 2012 transfer of power removed elected president Nasheed and installed Waheed, paving the way for Yameen's 2013 election and his subsequent systematic dismantling of judicial independence and opposition rights.",https://en.wikipedia.org/wiki/Mohamed_Nasheed,"""the Maldives Police Service declined to use force to control or disperse the protests and joined the protest""",Medium,TRUE,Breakdown,2013,2013,201320142015,201020122013,20122013,Breakdown,NA,Democratic breakdown,Yes,NA
MEX_2020_2025,MEX,Mexico,2020,2025,1,1,0.664,0.469,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Breakdown,NA,NA,NA,202120222023,2019202020212022,Breakdown,2018–2020,NA,NA,NA
MKD_2000_2001,MKD,North Macedonia,2000,2001,3,0,0.459,0.445,Autocracy deepening,No,Other/unclear,Executive aggrandizement,November 2000,"Armed ethnic-Albanian NLA attacks on police/border posts began in late 2000, escalating on January 22, 2001 when NLA fighters attacked a police station near Tetovo, marking the start of the insurgency.",August 2001,"The General Ceasefire Agreement (July 2001) demilitarized conflict zones, and the Ohrid Framework Agreement (August 13, 2001) ended large-scale fighting via power-sharing and decentralization reforms.",An ethnic-Albanian insurgency escalated into open conflict; PM Georgievski's government considered declaring a state of war for emergency powers before the crisis was resolved via the Ohrid Agreement. This is primarily an ethnic civil conflict rather than an executive power grab.,https://en.wikipedia.org/wiki/2001_insurgency_in_the_Republic_of_Macedonia,"""Premier Georgievski announced that his cabinet considered declaring a state of war""",Low,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
MKD_2005_2012,MKD,North Macedonia,2005,2012,1,1,0.603,0.45,Democratic breakdown,Yes,Strategic harassment,Executive aggrandizement,2005,"Macedonia's 2005 local elections were marred by irregularities per international observers; the 5 July 2006 parliamentary election, won by Nikola Gruevski's VMRO-DPMNE coalition, began consolidating media and security-sector control.",2012,"By the early 2010s, after consecutive VMRO-DPMNE wins (2006, 2008, 2011), independent media access had shrunk sharply and Gruevski had installed loyalists atop the intelligence service, cementing one-party institutional capture.","Gruevski's party won a disputed-adjacent 2006 election after irregularity-marred 2005 local elections, using consecutive victories through 2011 to tilt media, pack security institutions, and marginalize opposition.",https://en.wikipedia.org/wiki/Nikola_Gruevski,"""The mainstream media rarely published views against the government"" (US State Dept, 2013)",Medium,TRUE,Breakdown,2011,2011,20112013,2009201120122013,2013,Breakdown,NA,Democratic breakdown,Yes,NA
MLI_1964_1969,MLI,Mali,1964,1969,3,0,0.242,0.106,Autocracy deepening,No,Executive aggrandizement,Open-ended coup,22 August 1967,"President Modibo Keita launched the ""Active Revolution"" on 22 August 1967, suspending the constitution and National Assembly and creating the National Committee for the Defense of the Revolution to rule by decree.",19 November 1968,"Amid economic hardship, Lieutenant Moussa Traore led a bloodless military coup on 19 November 1968 that overthrew and imprisoned Keita; Traore's junta promised elections that never materialized and he formally became president in 1969.","Keita's already-authoritarian one-party regime deepened further in 1967 under the ""Active Revolution,"" culminating in Traore's November 1968 coup that overthrew Keita entirely and installed a military junta.",https://en.wikipedia.org/wiki/Modibo_Keita; https://en.wikipedia.org/wiki/1968_Malian_coup_d'etat,"""Traore formed a Military Committee for National Liberation and promised democratic elections that never materialized.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
MLI_2008_2013,MLI,Mali,2008,2013,1,1,0.608,0.328,Democratic breakdown,Yes,Promissory coup,Open-ended coup,21 March 2012,"On 21 March 2012, mutinying soldiers led by Captain Amadou Sanogo, angered by the government's handling of the Tuareg rebellion, stormed the presidential palace and seized power.",August 2013,"President Amadou Toumani Toure resigned 8 April 2012; the junta transferred power to interim civilian leadership, and after a French-backed military intervention, Ibrahim Boubacar Keita won the July-August 2013 election.",A mutiny over resourcing for the war against Tuareg rebels toppled elected president Toure; the junta promised to restore constitutional order and eventually ceded power to a transitional government before 2013 elections.,https://en.wikipedia.org/wiki/2012_Malian_coup_d'etat,"""Soldiers demanded more weapons and resources for their campaign against the rebels""",High,TRUE,Breakdown,2012,2012,20122013,2012,20122013,Breakdown,NA,Democratic breakdown,Yes,NA
MLI_2018_2025,MLI,Mali,2018,2025,3,0,0.518,0.164,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MLT_1930_1931,MLT,Malta,1930,1931,3,0,0.245,0.217,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MLT_1934_1935,MLT,Malta,1934,1935,3,0,0.217,0.202,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MLT_1958_1959,MLT,Malta,1958,1959,1,1,0.36,0.257,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Breakdown,NA,NA,NA,NA
MMR_1942_1943,MMR,Burma/Myanmar,1942,1943,3,0,0.114,0.092,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MMR_1958_1963,MMR,Burma/Myanmar,1958,1963,3,0,0.407,0.077,Autocracy deepening,No,Promissory coup,Open-ended coup,28 October 1958,"Amid an AFPFL party split and political instability, Prime Minister U Nu invited army Chief of Staff Ne Win to form a ""caretaker government"" on 28 October 1958, promising to restore order and hold new elections.",4 July 1962,"Ne Win's caretaker government held elections in February 1960 and returned power to civilians, but on 2 March 1962 Ne Win staged a second, permanent coup, abolishing parliament and the constitution; by 4 July 1962 all other parties were banned in favor of the sole legal Burma Socialist Programme Party.","Burma's parliamentary system was first interrupted in October 1958 when U Nu handed power to General Ne Win's ""caretaker government"" (a promissory coup that did restore elections in 1960). Ne Win seized power again permanently on 2 March 1962, abolishing the constitution and parliament outright.",https://en.wikipedia.org/wiki/Ne_Win's_First_Cabinet; https://en.wikipedia.org/wiki/1962_Burmese_coup_d'etat,"""Incumbent Prime Minister U Nu has written to General Ne Win to form a caretaker government...""; ""All remaining parties were banned by law""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1962
MMR_2021_2025,MMR,Burma/Myanmar,2021,2025,3,0,0.102,0.08,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNG_2016_2024,MNG,Mongolia,2016,2024,1,1,0.671,0.498,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Breakdown,NA,NA,NA,NA,NA,Breakdown,NA,NA,NA,NA
MOZ_2017_2025,MOZ,Mozambique,2017,2025,3,0,0.408,0.279,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRT_1978_1979,MRT,Mauritania,1978,1979,3,0,0.146,0.094,Autocracy deepening,No,Open-ended coup,NA,"July 10, 1978","Col. Mustafa Ould Salek led junior officers in a bloodless coup against founding President Moktar Ould Daddah, driven by military exhaustion from the Western Sahara War and Daddah's threats to hold officers accountable for corruption.",August 1979,"The junta imprisoned Daddah and dissolved one-party rule with no timetable for civilian rule; Daddah was exiled to France in August 1979, and Mauritania entered a prolonged period of serial military coups.","Mauritania's army overthrew founding-president Daddah in a bloodless coup and installed an open-ended junta, beginning over a decade of continuous military government.",https://en.wikipedia.org/wiki/1978_Mauritanian_coup_d'etat,"""increasingly unpopular and unwinnable war"" devastated the economy and military morale, precipitating the coup",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
MRT_2013_2025,MRT,Mauritania,2013,2025,3,0,0.416,0.328,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MUS_2014_2023,MUS,Mauritius,2014,2023,1,1,0.723,0.47,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Breakdown,2023,2023,2023,20222023,NA,Breakdown,NA,NA,NA,NA
MWI_1999_2005,MWI,Malawi,1999,2005,1,1,0.512,0.443,Democratic breakdown,Yes,Executive aggrandizement,Strategic harassment,2002,"In 2002 President Bakili Muluzi and UDF allies pushed the ""Open Terms Bill"" to abolish presidential term limits so Muluzi could seek a third term, backed by state patronage and UDF dominance of campaign resources.",February 2005,"The bill was defeated in 2002-2003 amid protests; Muluzi then handpicked Bingu wa Mutharika as UDF successor, who won the disputed 2004 election, before breaking from UDF in February 2005 to found the DPP, personalizing power.","Muluzi sought UDF/executive dominance via a failed 2002 third-term bid; though blocked, he engineered the succession of Mutharika via the contested 2004 election, whose subsequent break from UDF left executive power personalized.",https://en.wikipedia.org/wiki/Bakili_Muluzi,"""there were demonstrations against him, as well as vigorous opposition from the legislature and courts""",Medium,TRUE,Breakdown,2000,2000,20002005,2000,NA,Breakdown,NA,Democratic breakdown,Yes,NA
MYS_1969_1970,MYS,Malaysia,1969,1970,3,0,0.209,0.146,Autocracy deepening,No,Executive coup,Strategic harassment,13 May 1969,"Sino-Malay race riots erupted in Kuala Lumpur after opposition parties made major gains in the 1969 election; the government declared a state of emergency on 15-16 May 1969, suspended Parliament, and created the National Operations Council to rule by decree.",February 1971,"The NOC governed by decree for about 21 months; Parliament reconvened in February 1971, and constitutional amendments entrenched permanent restrictions on public discussion of ""sensitive"" issues even after normal rule resumed.","Following deadly race riots tied to the 1969 election, Malaysia's government suspended Parliament and ruled by emergency decree for 21 months, permanently narrowing political debate even after resumption.",https://en.wikipedia.org/wiki/13_May_incident,"""On 15 May, the NOC...was established following the proclamation of emergency by the king""; ""In February 1971, parliamentary rule was re-established""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
NER_1996_1996,NER,Niger,1996,1996,1,1,0.292,0.292,Democratic breakdown,Yes,Promissory coup,Strategic harassment,"January 27, 1996","On January 27, 1996, Colonel Ibrahim Bare Mainassara led a military coup in Niamey that deposed Niger's first democratically elected president, Mahamane Ousmane, and arrested PM Hama Amadou.",November 1996,"The junta reauthorized political parties and promised elections; Bare Mainassara nonetheless dissolved the independent National Electoral Commission to secure victory in the July 1996 election, and opposition boycotted the November 1996 legislative elections over the fraud.","Bare Mainassara's coup ousted Niger's elected president but was framed as a corrective intervention with a promise of prompt elections; those elections were then manipulated, turning a promissory coup into entrenched personal rule.",https://en.wikipedia.org/wiki/1996_Nigerien_coup_d'etat,"""Bare Mainassara dissolved the independent National Electoral Commission to secure victory""",High,TRUE,NA,NA,NA,NA,NA,NA,Breakdown,NA,Democratic breakdown,Yes,1996
NER_1999_1999,NER,Niger,1999,1999,3,0,0.255,0.255,Autocracy deepening,No,Promissory coup,Open-ended coup,"April 9, 1999","President Ibrahim Bare Mainassara (himself a 1996 coup leader) was assassinated by his own Presidential Guard on 9 April 1999; Major Daouda Malam Wanke then seized power heading a military ""National Reconciliation Council.""",December 1999,"Wanke's junta adopted a new constitution in July 1999 and organized elections in October-November 1999, won by Mamadou Tandja; the junta transferred power to the elected civilian government by December 1999.",Niger's autocratic presidency was thrown into brief further deepening after Bare Mainassara's assassination; the military council promised a swift return to elected government and delivered by year's end.,https://en.wikipedia.org/wiki/Ibrahim_Bare_Mainassara,"""succeeded him as head of state and initiated a political transition that ended with elections late in the year""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
NER_2009_2010,NER,Niger,2009,2010,1,1,0.421,0.265,Democratic breakdown,Yes,Executive aggrandizement,Promissory coup,June 2009,"On 20 June 2009, President Mamadou Tandja assumed ""special powers"" and pushed through an illegal constitutional referendum removing presidential term limits, after the Constitutional Court ruled the referendum illegal and he dissolved the National Assembly.",February 2010,"On 18 February 2010, a military junta led by Col. Salou Djibo ousted Tandja; the junta publicly promised elections and restored civilian democratic rule, culminating in Mahamadou Issoufou's March 2011 inauguration.","President Tandja attempted to extend his rule past term limits via an illegitimate referendum, prompting a February 2010 military coup; the coup leaders explicitly promised a return to elected government and delivered within a year.",https://en.wikipedia.org/wiki/2010_Nigerien_coup_d'etat,"""Tandja assumed 'special powers,' claiming the independence of the nation was threatened""",High,TRUE,Breakdown,2009,2009,20092010,20092010,20092010,Breakdown,NA,Democratic breakdown,Yes,2009
NER_2015_2025,NER,Niger,2015,2025,1,1,0.622,0.227,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Breakdown,2023,2023,2023,20222023,NA,Breakdown,NA,NA,NA,NA
NGA_1983_1984,NGA,Nigeria,1983,1984,3,0,0.311,0.187,Autocracy deepening,No,Open-ended coup,NA,"December 31, 1983","On 31 December 1983, Major General Muhammadu Buhari led a military coup that overthrew the elected government of President Shehu Shagari, following a firefight between coup plotters and the presidential guard.",1984,"The Buhari-led Supreme Military Council suspended the 1979 constitution, banned political parties, and ruled by decree, before Buhari was overthrown in a further coup by General Ibrahim Babangida in August 1985.","Nigeria's Second Republic ended when Buhari's coup deposed elected President Shagari, installing a Supreme Military Council that suspended the constitution and ruled by decree.",https://en.wikipedia.org/wiki/1983_Nigerian_coup_d'etat,"""coordinated by key officers of the Nigerian military and led to the ousting of the democratically elected government.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1984
NIC_1996_2025,NIC,Nicaragua,1996,2025,1,1,0.676,0.151,Democratic breakdown,Yes,Executive aggrandizement,Strategic harassment,January 2000,"The Ortega-Aleman Pact, sealed January 2000 between FSLN leader Daniel Ortega and Liberal President Arnoldo Aleman, split control of the Supreme Court, Comptroller General, and Supreme Electoral Council between their two parties and lowered the winning threshold for president, entrenching a two-party duopoly.",Ongoing,"After regaining the presidency in 2007, Ortega used a 2009 Supreme Court ruling and a 2014 constitutional amendment to abolish presidential term limits; his forces killed over 300 protesters in 2018, and in February 2025 a reform installed his wife as co-president.","Ortega engineered a pact with Aleman to divide control of Nicaragua's courts and electoral institutions, laying groundwork for his 2006 comeback; once back in office he eliminated term limits, packed institutions, and violently suppressed protests, culminating in his wife's 2025 installation as co-president.",https://en.wikipedia.org/wiki/Daniel_Ortega,"""Sealed in January 2000, this pact enabled both parties to control key state institutions""",High,TRUE,Breakdown,2007,2007,2007200820122013,199920062007,200220062007,Breakdown,NA,Democratic breakdown,Yes,NA
NLD_1940_1941,NLD,Netherlands,1940,1941,1,1,0.219,0.147,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Breakdown,NA,NA,NA,NA
NOR_1940_1943,NOR,Norway,1940,1943,1,1,0.297,0.1,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Breakdown,NA,NA,NA,NA
NPL_1961_1961,NPL,Nepal,1961,1961,3,0,0.101,0.101,Autocracy deepening,No,Open-ended coup,Executive aggrandizement,December 1960,"On 15 December 1960, King Mahendra used the Royal Nepalese Army to seize power, dismissing and imprisoning PM B.P. Koirala and his cabinet, dissolving the elected Parliament, and abrogating Nepal's 1959 constitution.",December 1962,"Mahendra announced the partyless Panchayat system in 1961, then formalized the new order via the Constitution of Nepal, 1962, which outlawed political parties and vested ultimate authority in the king.","King Mahendra's palace coup dissolved Nepal's first democratically elected government, replacing multiparty parliamentary democracy with direct royal rule institutionalized via the 1962 constitution.",https://en.wikipedia.org/wiki/1960_Nepal_coup_d'etat,"""To assert his control, Mahendra staged a coup in 1960, dissolving the National Assembly, abrogating the constitution, and imprisoning political leaders.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
NPL_2000_2003,NPL,Nepal,2000,2003,3,0,0.36,0.224,Autocracy deepening,No,Executive aggrandizement,Open-ended coup,"October 4, 2002","King Gyanendra dismissed elected PM Sher Bahadur Deuba, dissolved his government, and indefinitely postponed elections Deuba had called for, invoking royal reserve powers amid the Maoist civil war.",2003,"The King directly appointed and dismissed a succession of prime ministers without elections, entrenching personal royal control that set the stage for his outright 2005 coup.","King Gyanendra, who ascended after the 2001 royal massacre, used the Maoist insurgency as pretext to sack PM Deuba and rule through royally-appointed premiers rather than an elected government.",https://en.wikipedia.org/wiki/Gyanendra,"""Removing an elected prime minister was seen as a autocratic move from the king""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,2002
NPL_2012_2013,NPL,Nepal,2012,2013,3,0,0.39,0.28,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAK_1977_1978,PAK,Pakistan,1977,1978,3,0,0.218,0.114,Autocracy deepening,No,Promissory coup,Open-ended coup,"July 5, 1977","Army Chief Gen. Muhammad Zia-ul-Haq launched ""Operation Fair Play,"" a bloodless coup against elected PM Zulfikar Ali Bhutto amid a crisis over opposition allegations of massive rigging in the March 1977 elections. Zia suspended the constitution and promised ""free and fair elections"" within 90 days.",March 1978,"Instead of the promised 90-day elections, Zia pursued a criminal case against Bhutto; the Lahore High Court sentenced Bhutto to death March 1978 (executed April 1979), and elections were delayed until 1985.","Zia's coup ousted elected PM Bhutto, framed as a temporary custodianship pending swift elections, but led instead to Bhutto's execution and 11 years of military rule.",https://en.wikipedia.org/wiki/1977_Pakistani_coup_d'etat,"""Zia promised 'free and fair elections' within 90 days...These were repeatedly postponed""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1977
PAK_1999_2000,PAK,Pakistan,1999,2000,3,0,0.34,0.205,Autocracy deepening,No,Open-ended coup,Promissory coup,"October 12, 1999","On 12 October 1999, Army Chief Gen. Pervez Musharraf staged a bloodless coup after PM Nawaz Sharif tried to dismiss him while abroad; troops seized key institutions within 17 hours.",Ongoing,"Musharraf declared a state of emergency on 14 October 1999 and issued a Provisional Constitutional Order suspending the constitution; the Supreme Court validated the takeover under the ""doctrine of necessity"" in 2000, granting a three-year window.","Musharraf's coup ousted PM Sharif after Sharif tried to fire him, suspending the constitution; courts granted him three years to hold elections, but he entrenched his rule for nearly a decade.",https://en.wikipedia.org/wiki/1999_Pakistani_coup_d'etat,"""This is not martial law, only another path towards democracy.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1999
PAK_2015_2025,PAK,Pakistan,2015,2025,3,0,0.441,0.302,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAN_1964_1969,PAN,Panama,1964,1969,3,0,0.341,0.091,Autocracy deepening,No,Open-ended coup,NA,11 October 1968,"National Guard officers led by Major Boris Martinez staged a coup on 11 October 1968, deposing democratically elected President Arnulfo Arias just ten days after his inauguration, suspending civil rights and installing a Provisional Junta.",23 February 1969,"An internal power struggle culminated on 23 February 1969, when Lt. Col. Omar Torrijos exiled rival strongman Boris Martinez, consolidating personal control over the National Guard and inaugurating a personalist military dictatorship lasting until 1989.","Arnulfo Arias was deposed by the National Guard within days of taking office; a subsequent power struggle within the junta left Omar Torrijos as sole military strongman by early 1969, beginning two decades of military dictatorship in Panama.",https://en.wikipedia.org/wiki/1968_Panamanian_coup_d'etat,"""On Friday, October 11, 1968, the National Guard deposed President Arnulfo Arias""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1968
PER_1919_1920,PER,Peru,1919,1920,3,0,0.201,0.129,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PER_1948_1949,PER,Peru,1948,1949,3,0,0.174,0.086,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PER_1968_1969,PER,Peru,1968,1969,3,0,0.267,0.089,Autocracy deepening,No,Open-ended coup,NA,October 1968,"In the early hours of 3 October 1968, General Juan Velasco Alvarado led an armored assault on the presidential palace, deposed and exiled elected President Fernando Belaunde amid an oil-contract scandal, and installed a military junta.",1969,"Within days the junta nationalized IPC's oil fields, defusing public opposition, and by 1969 was implementing a sweeping state-led ""Peruvian Revolution"" program including agrarian reform, confirming permanent revolutionary rule; the junta held power until 1980.","General Velasco's bloodless coup ousted elected President Belaunde, triggered by a disputed oil contract scandal; rather than promising elections, the junta declared a permanent revolutionary program.",https://en.wikipedia.org/wiki/1968_Peruvian_coup_d'etat,"""General Velasco seized power on October 3, 1968, in a bloodless military coup, deposing the democratically elected administration""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1968
PER_1990_1992,PER,Peru,1990,1992,1,1,0.612,0.249,Democratic breakdown,Yes,Executive coup,Executive aggrandizement,5 April 1992,"On 5 April 1992, elected President Alberto Fujimori announced he was dissolving Congress and ""reorganizing"" the judiciary, deployed army tanks to Congress, and issued a decree suspending the constitution amid gridlock with an opposition-controlled Congress.",November 1992,"Fujimori called elections for a Democratic Constituent Congress held November 1992, which his supporters won; the new congress drafted a constitution approved by referendum in October 1993.","Facing a hostile Congress and insurgency, elected President Fujimori staged a ""self-coup,"" dissolving Congress and suspending the constitution, then convened a hand-picked constituent assembly.",https://en.wikipedia.org/wiki/1992_Peruvian_constitutional_crisis,"""On April 5, 1992, President Alberto Fujimori announced on television that he was 'temporarily dissolving' Congress""",High,TRUE,NA,NA,NA,NA,NA,NA,Breakdown,1985–2000,Democratic breakdown,Yes,1992
PER_2016_2025,PER,Peru,2016,2025,4,1,0.788,0.667,Ongoing,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Ongoing,NA,NA,NA,NA,NA,Ongoing,NA,NA,NA,NA
PHL_1941_1942,PHL,Philippines,1941,1942,3,0,0.233,0.059,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHL_1966_1973,PHL,Philippines,1966,1973,3,0,0.392,0.077,Autocracy deepening,No,Executive coup,Executive aggrandizement,September 1972,"President Ferdinand Marcos, first elected 1965 and reelected 1969, signed Proclamation No. 1081 and announced martial law on 23 September 1972, suspending civil and political rights, abolishing Congress, and arresting opposition figures.",January 1973,"A Marcos-dominated Constitutional Convention approved a new charter, ratified by a lopsided plebiscite (95.27% in favor) in January 1973 via citizens' assemblies, formally entrenching Marcos's one-man rule; martial law was not lifted until 1981.","Marcos gradually centralized power before declaring martial law in September 1972, abolishing Congress and banning parties; a lopsided 1973 plebiscite cemented his authoritarian rule for over a decade.",https://en.wikipedia.org/wiki/Martial_law_under_Ferdinand_Marcos,"""Marcos signed Proclamation No. 1081 on September 21, 1972, marking the beginning of a fourteen-year period of one-man rule.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1965
